country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
CAN,1951,1,interm-ICD-6,4,I003,43,4,0,2,2,2,2,0,4,2,0,9,3,4,4,6,21,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I004,3847,237,80,62,50,33,50,39,42,36,85,88,227,201,234,196,210,186,399,448,213,217,0,0,0
CAN,1951,1,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I006,21,1,1,2,0,0,0,0,6,2,0,3,3,11,0,12,11,0,86,56,190,217,0,0,0
CAN,1951,1,interm-ICD-6,4,I007,0,0,0,0,2,2,5,0,0,11,36,26,92,171,291,288,587,990,1211,1232,1140,868,3038,3038,0
CAN,1951,1,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,4,4,13,41,71,155,216,245,337,343,534,504,651,651,0,0,0
CAN,1951,1,interm-ICD-6,4,I009,0,0,0,0,0,4,5,19,50,69,195,371,712,868,1466,2154,3100,3570,3570,3866,2568,2718,1520,1520,0
CAN,1951,1,interm-ICD-6,4,I010,0,3,0,0,2,7,16,14,34,67,174,193,407,716,1071,1561,2466,2790,3042,2968,3293,3547,1519,1519,0
CAN,1951,1,interm-ICD-6,4,I011,0,0,0,0,2,0,2,8,2,11,62,120,142,294,269,552,536,742,801,784,868,868,0,0,0
CAN,1951,1,interm-ICD-6,4,I012,0,0,0,0,0,2,2,0,4,25,54,56,146,233,322,436,652,639,757,728,868,868,0,0,0
CAN,1951,1,interm-ICD-6,4,I013,5,0,0,0,0,4,4,12,34,67,149,371,628,857,1168,982,916,764,846,897,651,651,0,0,0
CAN,1951,1,interm-ICD-6,4,I014,0,0,0,0,2,4,2,4,2,4,3,35,20,30,53,123,126,227,649,336,1709,1519,3038,3038,0
CAN,1951,1,interm-ICD-6,4,I015,0,0,0,0,0,0,0,2,0,7,3,3,0,0,4,6,11,0,43,56,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I018,0,1,1,0,0,0,0,0,2,0,10,32,122,265,692,1098,2019,2722,3070,3024,3227,3472,1519,1519,0
CAN,1951,1,interm-ICD-6,4,I019,0,0,1,0,2,13,13,23,14,9,10,14,10,11,22,49,53,206,89,112,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I020,0,3,0,0,0,0,0,2,2,4,18,61,98,235,304,405,610,742,1124,1064,1328,1519,0,0,0
CAN,1951,1,interm-ICD-6,4,I021,11,20,1,2,0,0,2,4,10,7,23,44,88,133,128,255,221,165,216,224,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I022,27,57,35,27,28,20,14,37,37,29,36,56,58,125,159,202,284,309,267,336,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I023,37,36,29,39,52,72,51,73,98,156,203,373,461,658,721,853,999,835,1354,1031,2432,2170,4065,4557,0
CAN,1951,1,interm-ICD-6,4,I024,122,36,6,5,7,13,5,4,10,13,10,29,64,57,176,221,421,732,890,896,868,868,0,0,0
CAN,1951,1,interm-ICD-6,4,I025,5,10,8,12,11,13,27,37,38,29,54,137,166,333,423,675,999,914,1081,1120,949,1085,0,0,0
CAN,1951,1,interm-ICD-6,4,I026,343,13,4,2,7,6,7,12,14,22,10,29,41,61,97,81,95,82,178,168,217,217,0,0,0
CAN,1951,1,interm-ICD-6,4,I027,0,0,0,0,0,2,5,8,6,40,36,44,41,34,35,55,32,62,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I028,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I029,32,12,4,3,0,2,2,6,14,4,13,32,24,27,48,98,189,268,776,560,1496,1519,1353,0,12532
CAN,1951,1,interm-ICD-6,4,I030,1269,133,49,29,74,46,70,91,111,234,398,726,1369,2306,4206,7541,12944,19619,32259,30795,37149,36365,42033,44085,25081
CAN,1951,1,interm-ICD-6,4,I031,8,3,19,41,32,33,68,89,101,119,213,202,288,360,394,565,657,876,1167,784,2468,2604,1519,1519,0
CAN,1951,1,interm-ICD-6,4,I032,0,1,0,0,6,6,11,12,42,84,216,342,651,1163,1731,2674,4983,7368,11902,11413,13537,12882,17614,18229,12532
CAN,1951,1,interm-ICD-6,4,I033,21,3,3,3,15,29,48,166,383,968,1881,3637,5909,9226,12659,19217,29885,42826,75613,68349,99894,95961,124373,127285,100316
CAN,1951,1,interm-ICD-6,4,I034,11,3,4,5,7,15,18,33,28,60,92,134,251,421,677,1050,1777,2578,4826,4032,7481,7377,8129,7596,12532
CAN,1951,1,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I036,5,1,0,2,0,4,5,8,6,7,44,116,156,383,613,1264,3111,6335,20113,17177,29925,27981,42026,41041,50158
CAN,1951,1,interm-ICD-6,4,I037,1295,93,24,7,24,18,11,14,19,27,51,64,95,174,388,748,1751,4197,8103,6719,12799,10932,25825,25825,0
CAN,1951,1,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I039,5916,270,36,19,30,18,13,31,44,56,116,123,277,435,674,1329,2750,5366,11212,9190,17971,16284,28468,24323,62703
CAN,1951,1,interm-ICD-6,4,I040,367,52,8,5,2,4,2,0,2,4,5,6,7,8,9,49,84,165,433,280,950,651,3038,3038,0
CAN,1951,1,interm-ICD-6,4,I041,264,29,4,2,11,9,27,25,14,47,94,230,258,518,712,1090,1399,1726,2421,2352,2658,2821,1519,1519,0
CAN,1951,1,interm-ICD-6,4,I042,335,23,13,5,0,2,2,10,2,13,31,35,51,121,176,245,358,516,1355,1033,2432,2170,4064,3038,12532
CAN,1951,1,interm-ICD-6,4,I043,5,1,0,0,2,4,4,23,38,72,80,152,224,292,380,505,696,683,781,899,381,435,0,0,0
CAN,1951,1,interm-ICD-6,4,I044,64,4,0,0,2,6,4,19,25,58,84,158,172,216,276,294,368,371,312,336,217,217,0,0,0
CAN,1951,1,interm-ICD-6,4,I045,654,59,32,21,33,33,36,52,50,121,113,190,271,388,458,911,1415,1618,2780,2884,2431,2387,2708,1519,12532
CAN,1951,1,interm-ICD-6,4,I046,133,3,0,2,0,0,2,2,6,7,10,3,17,11,48,55,42,21,178,168,217,217,0,0,0
CAN,1951,1,interm-ICD-6,4,I047,27,1,0,3,11,0,4,2,4,7,14,26,31,42,119,135,263,392,432,560,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I048,102,23,19,15,24,48,61,66,73,121,187,330,519,745,1329,2381,4672,8819,15712,14203,20756,22131,12196,13672,0
CAN,1951,1,interm-ICD-6,4,I049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I050,20838,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I051,5695,111,19,9,30,33,20,15,16,22,26,15,34,23,31,18,21,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I052,59,197,277,167,401,612,441,421,368,392,393,410,516,475,551,640,738,868,759,898,218,218,0,0,0
CAN,1951,1,interm-ICD-6,4,I053,1215,418,209,241,305,392,348,287,343,330,471,469,503,581,752,870,1499,2596,6116,5192,9204,8061,16324,15253,25166
CAN,1951,1,interm-ICD-6,4,I054,0,0,0,2,26,85,81,120,124,186,198,276,258,274,264,283,306,288,217,169,382,218,1525,1525,0
CAN,1951,1,interm-ICD-6,4,I055,70,3,3,2,7,20,15,14,18,9,23,15,7,8,18,31,21,21,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,110,694,2175,9087,6713,17024,14971,29805,27344,50127
CAN,1951,1,interm-ICD-6,4,I058,1374,39,10,3,7,9,11,15,8,27,41,62,37,148,141,385,643,1147,2550,1685,5441,4787,9510,7618,25136
CAN,1951,2,interm-ICD-6,4,I000,34868,1733,679,504,865,991,1141,1457,2040,2967,4455,6424,10078,16066,24954,41500,73568,111902,200103,173567,276139,256256,377854,370857,442141
CAN,1951,2,interm-ICD-6,4,I001,78,6,3,0,0,5,0,2,2,2,3,3,0,0,5,6,21,18,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I002,139,123,68,94,242,237,289,285,223,249,237,170,200,239,338,396,505,384,286,342,125,147,0,0,0
CAN,1951,2,interm-ICD-6,4,I003,61,3,1,0,0,2,2,0,0,2,8,0,4,4,0,0,21,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I004,3078,239,59,43,26,29,17,22,16,28,33,46,46,70,78,116,192,146,395,342,574,439,7618,0,7618
CAN,1951,2,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I006,11,2,0,0,0,2,2,7,2,7,11,9,7,0,5,0,11,18,95,85,124,0,829,829,0
CAN,1951,2,interm-ICD-6,4,I007,0,0,0,0,2,0,0,0,2,5,11,15,43,37,68,65,151,146,223,171,373,439,0,0,0
CAN,1951,2,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,0,7,3,22,29,45,63,84,149,190,99,85,146,146,0,0,0
CAN,1951,2,interm-ICD-6,4,I009,0,0,0,0,0,0,3,11,40,63,103,176,250,417,758,982,1733,1738,2979,3382,1805,1684,2491,2491,0
CAN,1951,2,interm-ICD-6,4,I010,0,0,0,5,2,2,10,47,48,99,211,368,535,787,1014,1539,2479,3265,3681,3591,3943,4492,829,829,0
CAN,1951,2,interm-ICD-6,4,I011,0,2,0,2,0,0,0,2,8,7,28,40,86,137,200,342,511,383,562,513,732,732,0,0,0
CAN,1951,2,interm-ICD-6,4,I012,0,0,0,2,0,2,3,6,20,30,58,90,164,249,419,581,714,749,661,726,439,439,0,0,0
CAN,1951,2,interm-ICD-6,4,I013,0,0,1,0,0,0,3,11,16,21,42,68,82,140,229,219,288,347,364,427,146,146,0,0,0
CAN,1951,2,interm-ICD-6,4,I014,0,0,0,0,0,2,0,7,8,2,6,19,29,45,54,65,75,55,381,214,870,293,4143,4143,0
CAN,1951,2,interm-ICD-6,4,I015,0,0,0,0,2,2,14,54,163,286,447,503,642,803,897,1258,1236,1607,1622,1666,1493,1464,1657,1657,0
CAN,1951,2,interm-ICD-6,4,I016,0,0,0,0,0,4,22,67,127,209,314,383,517,593,565,690,927,1096,890,983,622,586,829,829,0
CAN,1951,2,interm-ICD-6,4,I017,0,2,0,5,9,5,5,19,36,66,125,216,203,288,268,323,309,183,232,214,293,293,0,0,0
CAN,1951,2,interm-ICD-6,4,I018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I019,0,0,0,0,0,0,2,0,0,2,8,7,18,33,63,39,96,55,132,128,146,146,0,0,0
CAN,1951,2,interm-ICD-6,4,I020,0,0,0,0,0,0,2,0,0,7,14,28,39,91,88,142,309,292,668,684,622,586,829,829,0
CAN,1951,2,interm-ICD-6,4,I021,17,14,6,0,2,0,3,2,8,9,14,12,36,54,83,145,161,147,205,172,835,0,835,835,0
CAN,1951,2,interm-ICD-6,4,I022,22,46,31,7,13,13,19,15,23,23,33,46,75,78,132,148,245,183,132,85,293,293,0,0,0
CAN,1951,2,interm-ICD-6,4,I023,105,38,25,34,32,42,56,60,102,148,217,310,392,492,572,619,980,758,1159,1136,1224,1025,2242,1657,7618
CAN,1951,2,interm-ICD-6,4,I024,50,14,3,4,11,7,7,13,2,28,17,37,68,91,161,271,479,630,827,726,1172,1172,0,0,0
CAN,1951,2,interm-ICD-6,4,I025,0,3,6,7,23,23,14,21,14,26,69,74,239,511,828,1174,1428,1656,636,641,622,586,829,829,0
CAN,1951,2,interm-ICD-6,4,I026,263,12,7,4,13,5,17,13,26,40,58,74,121,111,156,263,234,237,331,299,439,439,0,0,0
CAN,1951,2,interm-ICD-6,4,I027,0,0,0,0,0,0,3,6,4,7,3,9,0,12,0,0,11,18,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I028,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I029,105,8,1,5,9,2,5,7,4,12,14,15,18,62,63,103,224,274,1013,769,1714,1611,2242,2486,0
CAN,1951,2,interm-ICD-6,4,I030,972,131,49,32,42,34,67,64,105,252,497,860,1401,2471,4176,7726,13845,21797,33927,31127,41950,41529,44104,43928,45718
CAN,1951,2,interm-ICD-6,4,I031,8,8,31,30,28,58,50,88,129,180,214,244,257,379,407,529,837,831,1590,1581,1618,1611,1657,1657,0
CAN,1951,2,interm-ICD-6,4,I032,0,0,0,2,4,4,10,26,40,109,214,396,646,989,1775,3234,6197,9022,13400,12747,15269,14746,17947,19070,7623
CAN,1951,2,interm-ICD-6,4,I033,11,3,4,5,15,14,28,49,123,284,473,892,2022,4106,6933,12158,22268,34540,62556,54541,85524,78674,120567,118760,137177
CAN,1951,2,interm-ICD-6,4,I034,28,5,1,2,8,14,7,24,36,47,72,86,103,255,499,754,1651,2410,3832,3033,6121,5272,10463,9943,15235
CAN,1951,2,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I036,6,0,0,0,8,5,10,13,12,14,31,72,93,189,361,1019,2657,5022,14016,10015,25481,23887,33632,29001,76177
CAN,1951,2,interm-ICD-6,4,I037,1122,109,13,11,15,14,10,15,36,16,47,93,129,210,312,872,1914,3774,8040,6670,12032,11814,13268,13268,0
CAN,1951,2,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I039,4701,249,54,23,34,18,16,19,26,54,61,117,101,277,424,964,2107,3926,9248,8031,12733,12155,15694,14915,22853
CAN,1951,2,interm-ICD-6,4,I040,365,47,12,0,2,2,3,2,4,0,6,6,0,8,10,26,21,73,477,299,996,1025,829,829,0
CAN,1951,2,interm-ICD-6,4,I041,191,30,6,5,6,11,3,19,32,40,45,100,121,199,352,369,650,736,1622,1538,1866,1318,4972,4972,0
CAN,1951,2,interm-ICD-6,4,I042,260,29,19,4,4,5,5,4,10,12,8,6,29,21,93,123,213,548,1443,963,2816,2636,3736,4143,0
CAN,1951,2,interm-ICD-6,4,I043,0,0,0,2,0,0,2,4,10,14,14,15,43,58,83,148,192,201,572,342,1244,1172,1657,1657,0
CAN,1951,2,interm-ICD-6,4,I044,33,5,0,2,6,7,3,7,29,40,54,68,116,86,202,226,224,310,430,427,439,439,0,0,0
CAN,1951,2,interm-ICD-6,4,I045,399,45,19,25,23,27,47,51,58,82,114,145,271,397,633,796,1241,1781,2549,2200,3550,3222,5231,4972,7618
CAN,1951,2,interm-ICD-6,4,I046,94,3,0,2,4,4,2,4,0,7,6,9,4,16,10,19,43,110,265,214,439,439,0,0,0
CAN,1951,2,interm-ICD-6,4,I047,17,3,3,2,2,2,9,6,6,7,30,22,46,58,107,155,320,383,795,726,995,732,2486,2486,0
CAN,1951,2,interm-ICD-6,4,I048,65,20,22,16,19,38,50,79,88,108,200,232,421,508,850,1495,2906,4645,6789,5911,9305,8787,11957,12429,7618
CAN,1951,2,interm-ICD-6,4,I049,0,0,0,2,32,137,147,157,179,103,22,6,0,0,0,0,11,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I050,15080,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I051,5498,105,25,9,28,11,16,6,10,12,8,19,18,12,29,13,11,18,43,43,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I052,17,143,128,46,133,89,55,43,73,66,73,99,133,103,123,245,181,219,165,214,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I053,1121,229,70,61,42,49,40,39,58,47,69,77,126,158,244,560,1545,3572,8824,7205,13465,11422,23915,22372,38088
CAN,1951,2,interm-ICD-6,4,I054,0,0,0,0,9,34,31,34,42,57,75,86,83,107,84,65,96,20,32,43,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I055,39,2,3,2,2,7,10,9,16,19,11,6,21,4,15,0,11,18,43,43,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,2,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,194,524,2228,9795,6567,19046,14702,41266,39098,61181
CAN,1951,2,interm-ICD-6,4,I058,916,59,9,12,13,23,17,17,20,12,25,22,50,62,122,241,416,1142,2438,1709,4528,3515,9715,9943,7618
CAN,1951,3,interm-ICD-6,4,I000,39806,1901,838,650,1104,1422,1452,1756,2294,3459,5426,8418,13163,20452,30367,47714,80166,119722,212612,187955,287908,271233,379800,374491,426719
CAN,1951,3,interm-ICD-6,4,I001,79,5,7,1,1,5,0,2,5,2,1,2,3,0,5,9,21,29,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I002,190,136,73,72,181,235,276,266,256,292,294,294,384,470,537,560,635,514,458,461,451,437,536,536,0
CAN,1951,3,interm-ICD-6,4,I003,52,4,1,1,1,2,2,0,2,2,4,5,3,4,2,3,21,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I004,3471,238,70,52,38,31,33,30,29,32,60,68,139,138,160,157,201,165,397,388,429,350,4738,0,4738
CAN,1951,3,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I006,16,1,1,1,0,1,1,4,4,5,5,6,5,6,2,6,11,10,92,73,150,87,536,536,0
CAN,1951,3,interm-ICD-6,4,I007,0,0,0,0,2,1,3,0,1,8,24,21,68,107,185,179,370,542,641,630,676,612,1072,1072,0
CAN,1951,3,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,2,6,8,32,50,103,143,167,243,261,285,267,350,350,0,0,0
CAN,1951,3,interm-ICD-6,4,I009,0,0,0,0,0,2,4,15,45,66,151,277,487,652,1130,1582,2420,2598,3229,3591,2107,2101,2148,2148,0
CAN,1951,3,interm-ICD-6,4,I010,0,1,0,3,2,5,13,30,41,82,192,278,470,750,1044,1550,2471,3042,3410,3321,3685,4110,1073,1073,0
CAN,1951,3,interm-ICD-6,4,I011,0,1,0,1,1,0,1,5,5,9,45,81,115,219,236,449,524,552,664,630,787,787,0,0,0
CAN,1951,3,interm-ICD-6,4,I012,0,0,0,1,0,2,3,3,12,27,56,72,155,241,368,506,682,697,702,727,612,612,0,0,0
CAN,1951,3,interm-ICD-6,4,I013,3,0,1,0,0,2,4,11,25,45,97,224,362,514,722,610,603,543,569,630,350,350,0,0,0
CAN,1951,3,interm-ICD-6,4,I014,0,0,0,0,1,3,1,6,5,3,4,27,24,38,53,94,101,136,495,267,1203,787,3753,3753,0
CAN,1951,3,interm-ICD-6,4,I015,0,0,0,0,1,1,7,29,81,143,216,246,313,385,428,616,619,852,953,969,902,874,1072,1072,0
CAN,1951,3,interm-ICD-6,4,I016,0,0,0,0,0,2,11,34,63,102,151,186,252,284,268,336,460,581,513,557,376,350,536,536,0
CAN,1951,3,interm-ICD-6,4,I017,0,1,0,3,5,3,3,10,18,32,60,105,99,138,127,157,153,97,133,121,175,175,0,0,0
CAN,1951,3,interm-ICD-6,4,I018,0,1,1,0,0,0,0,0,1,0,5,17,63,138,363,562,1016,1278,1301,1308,1278,1399,536,536,0
CAN,1951,3,interm-ICD-6,4,I019,0,0,1,0,1,6,7,11,7,6,9,11,14,22,42,44,74,126,114,121,87,87,0,0,0
CAN,1951,3,interm-ICD-6,4,I020,0,1,0,0,0,0,1,1,1,6,16,45,70,166,201,277,460,504,861,848,902,962,536,536,0
CAN,1951,3,interm-ICD-6,4,I021,14,17,4,1,1,0,3,3,9,8,19,29,63,95,107,202,191,156,210,195,540,0,540,540,0
CAN,1951,3,interm-ICD-6,4,I022,24,52,33,17,21,16,17,26,30,26,35,51,66,103,146,176,265,242,190,194,175,175,0,0,0
CAN,1951,3,interm-ICD-6,4,I023,71,37,27,37,42,56,54,67,100,152,209,342,428,578,650,738,989,794,1241,1090,1702,1486,2890,2681,4738
CAN,1951,3,interm-ICD-6,4,I024,87,25,4,4,9,10,6,9,6,21,13,33,66,73,169,245,450,678,854,800,1049,1049,0,0,0
CAN,1951,3,interm-ICD-6,4,I025,3,7,7,10,17,18,20,29,26,27,61,107,202,418,616,918,1211,1307,825,848,752,787,536,536,0
CAN,1951,3,interm-ICD-6,4,I026,304,13,6,3,10,5,12,12,20,31,33,51,80,85,125,170,164,165,266,242,350,350,0,0,0
CAN,1951,3,interm-ICD-6,4,I027,0,0,0,0,0,1,4,7,5,24,20,27,21,24,19,28,21,39,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I028,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I029,68,10,3,4,5,2,4,7,9,8,13,24,21,43,56,101,206,271,913,678,1628,1574,1927,1608,4738
CAN,1951,3,interm-ICD-6,4,I030,1124,132,49,31,58,40,69,77,108,243,446,792,1384,2386,4193,7627,13385,20774,33217,30980,40046,39443,43367,43984,37916
CAN,1951,3,interm-ICD-6,4,I031,8,5,25,36,30,46,59,88,115,149,213,222,273,369,400,547,746,852,1411,1236,1954,2011,1608,1608,0
CAN,1951,3,interm-ICD-6,4,I032,0,1,0,1,5,5,11,19,41,96,215,368,649,1080,1752,2945,5583,8245,12764,12168,14582,13993,17829,18774,9479
CAN,1951,3,interm-ICD-6,4,I033,16,3,4,4,15,22,38,106,254,634,1205,2303,4016,6774,9942,15767,26089,38430,68082,60511,91203,85629,121920,121770,123242
CAN,1951,3,interm-ICD-6,4,I034,19,4,3,3,7,15,12,29,32,54,83,111,179,341,592,905,1714,2489,4253,3465,6659,6119,9633,9115,14213
CAN,1951,3,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I036,5,1,0,1,4,5,8,10,9,10,37,95,125,290,493,1144,2884,5638,16597,13113,27236,25534,36615,33251,66340
CAN,1951,3,interm-ICD-6,4,I037,1210,101,18,9,20,16,11,14,27,22,49,78,111,192,352,808,1831,3972,8066,6690,12332,11457,17700,17700,0
CAN,1951,3,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I039,5321,260,45,21,32,18,14,25,35,55,89,120,191,359,556,1151,2429,4602,10079,8532,14803,13817,20237,18236,37919
CAN,1951,3,interm-ICD-6,4,I040,366,49,10,3,2,3,3,1,3,2,5,6,3,8,9,38,53,116,458,291,977,874,1608,1608,0
CAN,1951,3,interm-ICD-6,4,I041,228,30,5,3,8,10,15,22,23,43,71,167,191,365,541,738,1026,1201,1961,1890,2180,1923,3753,3753,0
CAN,1951,3,interm-ICD-6,4,I042,298,26,16,4,2,4,4,7,6,13,20,21,40,73,137,185,286,533,1405,993,2664,2448,3853,3753,4738
CAN,1951,3,interm-ICD-6,4,I043,3,1,0,1,1,2,3,13,24,44,48,86,136,180,239,331,446,427,661,583,902,875,1072,1072,0
CAN,1951,3,interm-ICD-6,4,I044,49,4,0,1,4,6,4,13,27,49,69,114,144,154,241,261,296,339,379,388,350,350,0,0,0
CAN,1951,3,interm-ICD-6,4,I045,529,52,26,23,28,30,41,51,54,102,113,168,271,393,541,855,1328,1705,2647,2496,3108,2885,4335,3753,9476
CAN,1951,3,interm-ICD-6,4,I046,114,3,0,2,2,2,2,3,3,7,8,6,10,14,30,38,42,68,228,194,350,350,0,0,0
CAN,1951,3,interm-ICD-6,4,I047,22,2,1,3,7,1,6,4,5,7,21,24,38,49,113,145,291,387,641,654,601,437,1608,1608,0
CAN,1951,3,interm-ICD-6,4,I048,84,21,21,16,22,43,55,72,81,114,193,282,471,632,1102,1948,3793,6605,10568,9498,13836,14162,12041,12868,4738
CAN,1951,3,interm-ICD-6,4,I049,0,0,0,1,16,69,75,80,89,50,11,3,0,0,0,0,5,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I050,18020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I051,5599,108,22,9,29,22,18,10,13,17,17,17,26,18,30,16,16,10,24,24,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I052,38,171,204,107,268,348,244,230,221,233,239,259,329,297,348,447,461,524,418,510,88,88,0,0,0
CAN,1951,3,interm-ICD-6,4,I053,1169,325,141,152,175,219,191,161,201,192,278,279,319,378,511,718,1521,3114,7677,6333,11779,10067,21216,19860,33203
CAN,1951,3,interm-ICD-6,4,I054,0,0,0,1,18,59,56,76,83,123,139,184,173,194,179,177,202,146,110,97,151,88,538,538,0
CAN,1951,3,interm-ICD-6,4,I055,55,2,3,2,5,14,12,11,17,14,17,11,14,6,16,16,16,19,24,24,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1951,3,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,151,609,2203,9495,6629,18246,14808,37192,34950,57002
CAN,1951,3,interm-ICD-6,4,I058,1149,49,9,8,10,16,14,16,14,19,33,42,44,107,132,315,530,1144,2485,1698,4890,4027,9643,9123,14241
CAN,1952,1,interm-ICD-6,4,I000,46154,2106,970,815,1392,1909,1807,2080,2613,3935,6271,10578,16246,24476,35648,52146,83007,126439,216606,196485,283775,263719,406294,383743,613350
CAN,1952,1,interm-ICD-6,4,I001,83,15,4,2,2,0,0,2,0,2,0,6,17,15,13,12,10,0,104,54,1421,0,1421,1421,0
CAN,1952,1,interm-ICD-6,4,I002,99,124,46,51,107,137,167,181,180,216,276,375,432,507,565,682,605,641,417,324,731,629,1421,1421,0
CAN,1952,1,interm-ICD-6,4,I003,73,8,4,5,0,0,0,2,4,0,0,3,10,8,0,12,20,20,0,0,0,0,0,0,0
CAN,1952,1,interm-ICD-6,4,I004,4231,222,91,51,41,58,47,49,50,54,72,94,174,182,274,245,192,260,333,378,183,210,0,0,0
CAN,1952,1,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1952,1,interm-ICD-6,4,I006,31,6,3,0,2,4,2,4,6,4,5,6,7,23,22,6,50,20,0,0,0,0,0,0,0
