country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
CAN,1956,3,interm-ICD-6,4,I023,80,60,45,33,50,40,73,75,97,131,210,321,342,527,595,825,990,1083,1195,1091,1510,1558,1228,1228,0
CAN,1956,3,interm-ICD-6,4,I024,95,12,6,3,9,7,7,6,4,12,15,26,38,68,88,164,318,514,717,555,1208,921,2866,2866,0
CAN,1956,3,interm-ICD-6,4,I025,3,4,1,6,8,11,13,26,22,36,45,88,222,336,682,908,1439,1407,1317,1369,1133,1133,0,0,0
CAN,1956,3,interm-ICD-6,4,I026,118,16,3,2,7,4,2,4,7,16,16,46,54,68,127,105,139,103,325,317,354,354,0,0,0
CAN,1956,3,interm-ICD-6,4,I027,0,0,0,0,1,1,3,9,8,18,19,15,24,29,22,33,13,0,20,20,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I028,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I029,110,13,3,3,1,3,0,1,3,5,9,11,3,11,39,65,122,324,595,516,834,708,1494,819,8503
CAN,1956,3,interm-ICD-6,4,I030,786,77,39,39,46,55,66,80,125,188,374,680,1136,2179,3809,7138,13021,20627,33970,31302,41977,40520,49663,49533,51015
CAN,1956,3,interm-ICD-6,4,I031,3,4,10,12,19,17,33,41,71,118,171,214,269,286,317,385,584,569,851,853,845,779,1228,1228,0
CAN,1956,3,interm-ICD-6,4,I032,0,0,0,0,3,6,11,14,24,57,128,213,432,772,1307,2299,4059,6411,10686,10178,12209,12258,11952,11056,21263
CAN,1956,3,interm-ICD-6,4,I033,30,1,2,2,6,11,30,80,244,605,1207,2234,4182,6862,10636,16565,26177,38644,67744,59877,91354,85447,122501,123242,114805
CAN,1956,3,interm-ICD-6,4,I034,18,5,3,1,8,7,16,27,22,35,57,98,168,339,470,833,1539,2450,4568,3868,6669,6517,7468,6959,12754
CAN,1956,3,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I036,5,2,1,3,2,8,8,11,17,23,48,81,139,300,531,1059,2358,5564,14761,11386,24888,22527,37341,36433,46764
CAN,1956,3,interm-ICD-6,4,I037,421,26,3,3,1,4,4,2,6,4,8,8,29,47,45,108,318,569,1577,1111,2977,2550,5228,4503,12754
CAN,1956,3,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I039,5260,188,20,21,18,18,9,24,36,45,68,113,177,322,537,1065,2350,4751,12040,9504,19653,17997,28386,28662,25518
CAN,1956,3,interm-ICD-6,4,I040,370,36,4,1,2,2,3,3,4,2,2,4,3,4,6,13,52,55,298,198,595,567,747,409,4251
CAN,1956,3,interm-ICD-6,4,I041,298,21,3,6,4,14,11,15,32,33,63,131,225,303,550,746,946,1288,2158,1865,3037,2479,5975,6140,4251
CAN,1956,3,interm-ICD-6,4,I042,185,23,8,1,2,4,5,5,9,9,16,42,70,97,151,213,340,466,1001,536,2416,2550,1637,1637,0
CAN,1956,3,interm-ICD-6,4,I043,18,2,0,0,0,4,2,8,14,22,54,88,117,148,261,364,445,419,776,674,1087,992,1637,1637,0
CAN,1956,3,interm-ICD-6,4,I044,25,3,3,2,3,2,7,14,29,58,121,145,185,210,255,307,244,340,358,436,121,71,409,409,0
CAN,1956,3,interm-ICD-6,4,I045,496,40,15,8,25,23,31,30,48,66,116,155,204,341,509,833,1234,1581,2829,2540,3693,3189,6351,6144,8503
CAN,1956,3,interm-ICD-6,4,I046,133,3,1,1,3,3,2,2,8,4,11,7,16,19,26,59,100,174,253,218,357,283,747,409,4251
CAN,1956,3,interm-ICD-6,4,I047,50,6,2,3,3,5,2,4,5,13,19,15,46,72,101,127,240,348,582,516,785,779,819,819,0
CAN,1956,3,interm-ICD-6,4,I048,90,19,19,14,20,40,42,53,56,67,134,195,264,516,690,1326,2432,4283,8541,7816,10717,9776,15683,15965,12754
CAN,1956,3,interm-ICD-6,4,I049,0,0,0,0,12,27,53,49,55,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I050,17213,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I051,5774,156,27,23,24,21,14,16,7,25,28,14,17,15,13,16,22,16,40,40,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I052,55,153,177,112,324,418,332,295,228,224,232,272,338,321,387,424,620,554,254,239,302,284,410,410,0
CAN,1956,3,interm-ICD-6,4,I053,1177,290,132,128,194,211,204,173,191,206,250,254,290,319,397,591,1356,2870,7622,6251,11734,10559,17931,17201,25513
CAN,1956,3,interm-ICD-6,4,I054,0,0,0,4,18,49,81,75,91,109,150,183,207,216,205,170,144,198,170,179,142,142,0,0,0
CAN,1956,3,interm-ICD-6,4,I055,18,5,9,6,5,17,13,11,18,15,15,12,16,19,6,5,4,8,20,20,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1956,3,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,414,1509,6860,3828,15957,13105,30993,28655,55267
CAN,1956,3,interm-ICD-6,4,I058,612,23,3,1,2,5,7,6,4,15,29,37,63,101,145,213,428,609,1520,1172,2564,2057,5237,4099,17054
CAN,1957,1,interm-ICD-6,4,I000,38609,1570,733,599,1276,1759,1690,1841,2331,3705,6068,9824,15914,25301,37158,53310,83670,124409,217732,191296,308248,293381,392794,389301,429791
CAN,1957,1,interm-ICD-6,4,I001,70,5,0,3,0,0,0,3,2,2,2,3,6,0,8,5,17,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I002,65,17,6,5,6,28,52,55,75,102,147,157,267,237,299,395,650,563,475,525,303,352,0,0,0
CAN,1957,1,interm-ICD-6,4,I003,93,6,0,0,2,0,0,0,3,2,0,0,0,4,13,21,0,49,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I004,2029,138,24,10,15,10,10,19,7,15,40,53,85,104,177,184,194,276,372,350,447,352,990,0,11482
CAN,1957,1,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I006,23,6,1,0,0,2,2,8,7,2,0,8,9,15,8,16,17,65,68,44,152,0,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I007,0,0,1,0,0,3,0,6,5,9,15,61,121,137,228,274,506,1057,950,918,1061,1055,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,3,2,11,51,67,115,135,200,329,504,385,350,527,527,0,0,0
CAN,1957,1,interm-ICD-6,4,I009,0,0,0,0,0,5,10,13,38,49,186,274,513,829,1365,1842,2655,2910,3586,3585,3588,3516,3993,3286,11482
CAN,1957,1,interm-ICD-6,4,I010,0,0,0,1,0,9,11,19,47,52,132,249,493,823,1259,1651,2426,3414,3868,3935,3636,4044,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I011,0,0,1,0,0,0,3,6,9,28,49,129,203,334,501,527,869,553,814,568,1666,1934,0,0,0
CAN,1957,1,interm-ICD-6,4,I012,0,0,1,3,0,2,3,3,7,16,28,66,94,252,266,421,591,715,746,700,909,703,2191,2191,0
CAN,1957,1,interm-ICD-6,4,I013,0,0,0,0,0,0,5,18,31,89,209,469,923,1394,1589,1528,1536,1285,1256,1181,1516,1407,2192,2192,0
CAN,1957,1,interm-ICD-6,4,I014,0,0,1,0,0,5,3,11,10,15,23,33,27,37,55,100,211,276,577,481,909,879,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I015,0,0,0,0,0,0,0,0,3,0,0,10,6,7,21,5,17,33,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I018,0,0,0,1,0,0,0,0,0,0,9,18,106,304,621,1269,2210,3414,4614,4503,4999,5099,4381,4381,0
CAN,1957,1,interm-ICD-6,4,I019,0,1,0,1,2,12,13,21,12,9,9,15,9,7,8,68,76,33,170,175,152,0,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I020,0,0,0,0,0,0,0,2,2,13,19,46,103,196,253,527,670,987,1085,1093,1055,1055,0,0,0
CAN,1957,1,interm-ICD-6,4,I021,5,20,5,3,3,0,2,2,7,17,32,51,88,178,161,184,169,179,350,393,176,176,0,0,0
CAN,1957,1,interm-ICD-6,4,I022,37,62,35,20,45,15,29,27,23,26,40,91,103,141,207,232,380,504,455,568,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I023,61,63,44,41,53,57,81,75,118,167,245,317,446,660,689,795,1178,1430,1934,1967,1818,1582,3286,3286,0
CAN,1957,1,interm-ICD-6,4,I024,107,11,2,4,0,5,3,8,9,15,13,15,24,52,114,195,359,374,509,481,606,527,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I025,9,5,3,1,3,5,15,21,19,45,43,119,152,315,569,808,1114,1291,1471,1530,1231,1231,0,0,0
CAN,1957,1,interm-ICD-6,4,I026,93,10,7,1,2,3,2,3,7,13,13,23,49,59,80,68,101,163,209,175,345,176,11482,0,11482
CAN,1957,1,interm-ICD-6,4,I027,0,0,0,0,2,2,2,11,31,28,34,46,49,48,51,11,34,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I028,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I029,105,5,2,0,2,0,2,2,0,4,4,13,9,15,42,63,127,179,407,350,606,352,2191,2191,0
CAN,1957,1,interm-ICD-6,4,I030,799,84,30,36,48,64,63,92,132,203,309,734,1139,2228,3941,7331,13618,21032,36023,33477,44742,43818,49997,49297,57417
CAN,1957,1,interm-ICD-6,4,I031,0,0,7,10,15,28,23,58,81,122,164,216,300,341,380,384,447,544,916,874,1061,1055,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I032,0,0,1,0,3,5,8,24,23,55,119,221,367,773,1207,1907,3008,5195,10958,10139,13765,13193,17023,18630,0
CAN,1957,1,interm-ICD-6,4,I033,14,4,2,4,2,14,57,184,361,1092,2156,3743,6349,10153,15085,21170,31121,44310,74959,65391,107719,103265,133049,135852,103359
CAN,1957,1,interm-ICD-6,4,I034,19,2,2,0,6,12,16,6,24,51,66,119,255,388,617,901,1848,2601,5074,4328,7627,7736,7006,7668,0
CAN,1957,1,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I036,37,1,1,1,3,0,8,18,16,30,55,101,217,447,680,1292,2662,6274,15215,11542,27790,25475,40952,36147,91856
CAN,1957,1,interm-ICD-6,4,I037,687,81,29,33,23,36,21,8,28,30,51,46,112,196,313,461,759,1317,3720,2579,7626,6857,12000,12049,11482
CAN,1957,1,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I039,5408,223,28,27,31,36,19,23,40,53,140,180,307,581,854,1442,2960,5424,12821,10037,22351,19170,40440,40540,39376
CAN,1957,1,interm-ICD-6,4,I040,335,33,9,1,3,2,0,0,2,8,6,5,0,11,30,26,42,49,271,219,454,527,0,0,0
CAN,1957,1,interm-ICD-6,4,I041,220,27,2,1,2,10,5,10,21,45,84,223,373,630,937,1222,1805,2324,2680,2579,3031,2461,6572,6572,0
CAN,1957,1,interm-ICD-6,4,I042,112,19,11,4,5,7,10,11,10,17,17,48,115,145,215,274,337,634,913,787,1343,1055,2982,1095,22964
CAN,1957,1,interm-ICD-6,4,I043,23,0,1,0,0,7,10,15,19,40,75,114,243,297,368,538,668,667,1257,1357,910,1057,0,0,0
CAN,1957,1,interm-ICD-6,4,I044,23,6,0,1,3,5,11,29,40,97,160,207,261,359,384,441,376,439,543,525,606,703,0,0,0
CAN,1957,1,interm-ICD-6,4,I045,429,31,15,13,16,14,23,31,40,45,123,153,218,348,591,809,1055,1796,3248,3104,3738,4044,2002,2191,0
CAN,1957,1,interm-ICD-6,4,I046,123,0,0,3,2,2,5,3,0,8,6,20,15,22,51,37,84,195,507,306,1197,1055,2002,2191,0
CAN,1957,1,interm-ICD-6,4,I047,33,0,4,10,10,10,2,8,2,6,21,15,33,41,59,105,169,244,339,306,455,352,1095,1095,0
CAN,1957,1,interm-ICD-6,4,I048,105,21,11,11,29,36,49,55,66,94,151,148,237,515,866,1515,2930,5537,11003,9631,15701,15824,15003,15335,11482
CAN,1957,1,interm-ICD-6,4,I049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I050,19807,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I051,5689,123,36,17,24,21,16,21,12,28,26,25,27,26,13,11,17,16,44,44,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I052,61,190,217,140,518,762,607,428,424,381,396,423,529,542,601,686,811,1009,714,832,304,176,1097,1097,0
CAN,1957,1,interm-ICD-6,4,I053,1367,349,186,186,346,405,356,318,329,357,364,472,431,490,715,723,1318,2442,5953,4834,9784,8803,15361,16811,0
CAN,1957,1,interm-ICD-6,4,I054,0,0,0,3,32,100,107,142,154,174,221,244,328,319,313,211,312,244,175,175,176,176,0,0,0
CAN,1957,1,interm-ICD-6,4,I055,28,6,3,3,8,17,23,16,19,11,15,13,18,30,8,16,17,0,44,44,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,1,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,278,1122,5004,3104,11509,10198,18965,15335,57410
CAN,1957,1,interm-ICD-6,4,I058,592,19,2,1,13,3,7,5,12,36,38,36,85,153,208,355,594,745,1279,1209,1523,1414,2203,2203,0
CAN,1957,2,interm-ICD-6,4,I000,30272,1284,473,406,549,683,862,1034,1413,2310,3836,5478,9265,14293,23156,36329,63888,98988,183754,156878,256821,235753,362661,342809,578510
CAN,1957,2,interm-ICD-6,4,I001,29,5,0,1,0,0,0,2,2,2,0,3,6,4,0,0,0,0,68,68,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I002,54,15,9,1,23,24,60,48,53,54,79,74,70,75,141,159,142,274,348,339,374,221,1213,1213,0
CAN,1957,2,interm-ICD-6,4,I003,68,2,0,1,0,0,0,0,2,2,0,0,3,4,9,11,17,0,34,34,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I004,1758,113,20,15,7,9,12,11,3,17,25,25,19,72,83,111,183,226,446,338,737,331,2777,1210,19815
CAN,1957,2,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I006,5,2,2,0,2,9,3,3,5,2,7,14,10,15,9,11,17,42,74,68,93,110,0,0,0
CAN,1957,2,interm-ICD-6,4,I007,0,0,3,0,0,2,2,3,2,4,2,14,32,41,65,53,125,156,223,169,373,331,605,605,0
CAN,1957,2,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,5,6,7,22,19,38,87,69,125,184,233,271,110,110,0,0,0
CAN,1957,2,interm-ICD-6,4,I009,0,0,0,0,0,0,7,18,15,48,65,101,210,362,579,1024,1335,1471,2177,2199,2117,2318,1108,1210,0
CAN,1957,2,interm-ICD-6,4,I010,0,1,0,0,0,3,7,22,34,106,168,241,453,731,1040,1470,2287,2929,3578,3486,3829,3534,5447,5447,0
CAN,1957,2,interm-ICD-6,4,I011,0,0,0,0,0,0,0,0,7,14,54,63,130,169,280,360,616,594,745,846,467,441,605,605,0
CAN,1957,2,interm-ICD-6,4,I012,10,0,0,0,3,0,5,3,14,20,34,82,187,207,326,450,641,905,1068,1049,1120,993,1815,1815,0
CAN,1957,2,interm-ICD-6,4,I013,0,2,0,0,0,2,5,3,3,23,36,85,102,162,205,259,333,311,273,271,280,221,605,605,0
CAN,1957,2,interm-ICD-6,4,I014,0,0,0,0,2,7,0,10,3,12,5,16,32,41,44,32,75,156,149,68,373,441,0,0,0
CAN,1957,2,interm-ICD-6,4,I015,0,0,0,0,0,2,8,53,127,291,500,638,702,753,1005,1101,1266,1541,1831,1658,2301,1766,4990,4234,13210
CAN,1957,2,interm-ICD-6,4,I016,0,1,0,0,0,10,25,42,107,170,245,288,404,508,540,609,816,820,646,575,840,883,605,605,0
CAN,1957,2,interm-ICD-6,4,I017,0,0,0,1,5,5,3,16,40,56,140,148,286,350,339,397,516,368,174,135,280,221,605,605,0
CAN,1957,2,interm-ICD-6,4,I018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I019,0,1,0,0,0,0,0,0,3,2,7,25,22,23,35,48,92,212,99,68,187,110,605,605,0
CAN,1957,2,interm-ICD-6,4,I020,0,0,0,0,0,2,0,2,0,2,7,17,35,87,96,213,298,374,703,748,555,555,0,0,0
CAN,1957,2,interm-ICD-6,4,I021,5,16,5,1,0,2,0,0,3,12,16,8,54,102,87,85,142,141,181,169,221,221,0,0,0
CAN,1957,2,interm-ICD-6,4,I022,10,43,32,20,13,10,17,34,28,39,50,44,86,94,139,175,225,226,337,372,221,221,0,0,0
CAN,1957,2,interm-ICD-6,4,I023,78,41,36,35,41,37,48,69,83,134,238,257,388,576,679,588,845,1145,1167,981,1680,1766,1210,1210,0
CAN,1957,2,interm-ICD-6,4,I024,68,15,2,4,10,5,13,13,5,10,14,27,44,68,78,122,312,368,596,474,933,993,605,605,0
CAN,1957,2,interm-ICD-6,4,I025,5,0,4,4,7,12,5,13,14,15,66,104,276,422,859,1025,1507,1493,1554,1624,1324,1324,0,0,0
CAN,1957,2,interm-ICD-6,4,I026,73,9,2,3,2,3,7,10,10,17,23,33,57,90,113,143,183,212,413,338,652,552,6605,0,6605
CAN,1957,2,interm-ICD-6,4,I027,0,0,0,0,0,0,0,0,5,6,2,5,3,15,9,5,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I028,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I029,85,5,0,3,2,0,0,6,2,6,7,5,19,4,30,58,92,212,596,541,747,773,605,605,0
CAN,1957,2,interm-ICD-6,4,I030,550,97,47,37,32,40,57,74,105,215,388,656,1168,2108,3661,6667,13181,21781,36271,33335,44252,41808,56526,54435,79260
CAN,1957,2,interm-ICD-6,4,I031,0,1,5,8,33,24,43,42,70,126,172,249,340,361,413,455,558,545,844,744,1120,993,1815,1815,0
CAN,1957,2,interm-ICD-6,4,I032,0,0,0,0,0,2,7,5,28,37,86,214,385,687,1221,2097,4062,6304,10647,9652,13351,11814,21073,18757,46254
CAN,1957,2,interm-ICD-6,4,I033,15,4,0,3,2,3,15,27,79,197,458,825,1957,3684,7045,12465,21566,33467,62847,54183,86402,81759,109726,105846,151915
CAN,1957,2,interm-ICD-6,4,I034,15,4,1,1,5,10,5,18,17,39,48,90,130,235,461,768,1332,2376,4330,3755,5891,5408,8318,6653,26420
CAN,1957,2,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I036,10,4,0,3,5,9,7,16,19,31,48,41,122,189,344,762,1945,4273,13297,9648,23219,19781,40488,37525,72705
CAN,1957,2,interm-ICD-6,4,I037,653,58,18,48,36,35,43,30,19,23,50,47,98,128,235,352,491,1117,2944,2064,5339,4856,7762,6653,19815
CAN,1957,2,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I039,4118,197,27,32,20,33,28,24,43,62,59,110,146,367,396,696,1934,3713,9678,7327,16072,13691,28033,27834,30205
CAN,1957,2,interm-ICD-6,4,I040,294,27,7,3,2,2,2,0,2,0,5,0,3,11,4,21,33,85,323,203,653,441,1815,1815,0
CAN,1957,2,interm-ICD-6,4,I041,146,20,7,5,3,9,12,16,17,31,55,58,108,162,179,291,691,721,1391,1218,1867,1766,2419,2419,0
CAN,1957,2,interm-ICD-6,4,I042,176,14,5,4,3,2,7,5,5,4,9,19,19,41,78,79,117,325,767,575,1289,993,2774,1815,13210
CAN,1957,2,interm-ICD-6,4,I043,10,0,0,0,0,0,8,6,14,12,20,33,19,41,83,148,225,269,323,271,467,441,605,605,0
CAN,1957,2,interm-ICD-6,4,I044,49,2,0,5,0,5,13,13,36,59,50,127,149,124,157,198,262,255,397,338,560,552,605,605,0
CAN,1957,2,interm-ICD-6,4,I045,323,30,8,8,15,14,27,34,28,50,88,152,187,263,557,712,1082,1803,2697,2402,3498,3642,2772,2419,6605
CAN,1957,2,interm-ICD-6,4,I046,140,7,2,3,2,3,5,2,5,4,14,5,10,30,44,69,67,297,346,237,645,552,1110,605,6605
CAN,1957,2,interm-ICD-6,4,I047,34,6,3,4,0,2,7,3,3,6,10,14,44,56,109,175,325,424,447,474,373,331,605,605,0
CAN,1957,2,interm-ICD-6,4,I048,75,16,7,15,32,31,45,48,55,62,127,141,242,331,614,802,1456,2539,4573,4053,5987,6185,4989,5448,0
CAN,1957,2,interm-ICD-6,4,I049,0,0,0,0,18,79,97,58,107,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I050,14557,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I051,5096,130,29,23,22,14,22,10,14,10,18,25,29,11,22,16,17,14,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I052,20,134,112,56,141,144,85,94,60,85,104,108,181,147,244,222,383,156,223,237,187,221,0,0,0
CAN,1957,2,interm-ICD-6,4,I053,1145,231,76,52,50,42,50,64,43,62,100,79,160,173,226,472,1291,2618,7235,5301,12494,10933,20337,19169,33045
CAN,1957,2,interm-ICD-6,4,I054,0,0,0,0,8,14,37,53,42,50,91,88,86,53,70,53,25,57,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I055,15,9,1,5,3,12,7,10,17,6,9,22,0,4,0,16,8,14,34,34,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,2,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,74,408,1046,5320,3045,11505,8719,25498,22984,52840
CAN,1957,2,interm-ICD-6,4,I058,585,17,3,1,2,9,8,5,7,4,20,33,32,72,104,143,241,430,1353,896,2613,2428,3629,3629,0
CAN,1957,3,interm-ICD-6,4,I000,34545,1430,606,504,917,1224,1282,1436,1870,3017,4989,7736,12669,19845,30268,44848,73723,110802,198088,171879,276373,257928,373385,359332,524762
CAN,1957,3,interm-ICD-6,4,I001,50,5,0,2,0,0,0,2,2,2,1,3,6,2,4,3,8,0,38,38,0,0,0,0,0
CAN,1957,3,interm-ICD-6,4,I002,60,16,7,3,15,26,56,51,64,78,114,117,171,157,221,277,394,409,402,420,347,272,781,781,0
CAN,1957,3,interm-ICD-6,4,I003,81,4,0,1,1,0,0,0,3,2,0,0,2,4,11,16,8,23,19,19,0,0,0,0,0
CAN,1957,3,interm-ICD-6,4,I004,1897,126,22,12,11,10,11,15,5,16,33,40,53,88,131,148,189,250,414,343,627,339,2139,779,16790
CAN,1957,3,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1957,3,interm-ICD-6,4,I006,14,4,2,0,1,5,2,6,6,2,3,11,9,15,9,13,17,53,72,57,115,68,390,390,0
CAN,1957,3,interm-ICD-6,4,I007,0,0,2,0,0,3,1,5,3,7,9,38,78,90,148,164,314,575,530,496,635,610,779,779,0
CAN,1957,3,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,4,4,9,37,43,77,111,135,226,333,298,305,271,271,0,0,0
CAN,1957,3,interm-ICD-6,4,I009,0,0,0,0,0,3,8,15,27,49,127,191,365,598,978,1434,1991,2140,2772,2803,2677,2779,2139,1948,4197
CAN,1957,3,interm-ICD-6,4,I010,0,1,0,1,0,6,9,21,41,78,149,245,474,777,1152,1561,2356,3154,3700,3682,3755,3730,3899,3899,0
CAN,1957,3,interm-ICD-6,4,I011,0,0,1,0,0,0,2,3,8,21,52,97,168,252,392,444,742,575,774,725,924,1017,390,390,0
CAN,1957,3,interm-ICD-6,4,I012,5,0,1,1,2,1,4,3,10,18,31,74,140,230,296,436,616,817,932,896,1039,881,1948,1948,0
CAN,1957,3,interm-ICD-6,4,I013,0,1,0,0,0,1,5,10,17,56,125,285,522,783,907,896,931,764,688,668,751,678,1169,1169,0
CAN,1957,3,interm-ICD-6,4,I014,0,0,1,0,1,6,2,10,7,13,14,25,29,39,49,66,142,212,330,248,577,610,390,390,0
CAN,1957,3,interm-ICD-6,4,I015,0,0,0,0,0,1,4,27,66,144,242,312,346,377,506,552,645,839,1057,934,1424,1085,3209,2728,8395
CAN,1957,3,interm-ICD-6,4,I016,0,1,0,0,0,5,12,21,54,84,118,138,197,252,266,304,411,439,373,324,520,542,390,390,0
CAN,1957,3,interm-ICD-6,4,I017,0,0,0,1,2,3,2,8,20,28,68,71,140,174,167,198,260,197,100,76,173,136,390,390,0
CAN,1957,3,interm-ICD-6,4,I018,0,0,0,1,0,0,0,0,0,0,4,9,54,153,315,636,1098,1588,1950,1964,1906,1966,1559,1559,0
CAN,1957,3,interm-ICD-6,4,I019,0,1,0,1,1,6,7,10,8,6,8,20,16,15,21,58,84,129,129,114,173,68,779,779,0
CAN,1957,3,interm-ICD-6,4,I020,0,0,0,0,0,1,0,2,1,8,13,32,70,142,176,370,483,659,865,898,747,747,0,0,0
CAN,1957,3,interm-ICD-6,4,I021,5,18,5,2,2,1,1,1,5,14,24,30,71,140,124,135,155,159,253,267,203,203,0,0,0
CAN,1957,3,interm-ICD-6,4,I022,24,53,33,20,29,13,23,31,25,32,45,68,95,118,174,203,302,355,387,458,136,136,0,0,0
CAN,1957,3,interm-ICD-6,4,I023,69,52,40,38,47,47,65,72,100,151,241,288,418,618,684,692,1010,1278,1491,1411,1732,1695,1948,1948,0
CAN,1957,3,interm-ICD-6,4,I024,88,13,2,4,5,5,8,10,7,12,13,21,34,60,96,158,335,371,559,477,808,814,779,779,0
CAN,1957,3,interm-ICD-6,4,I025,7,2,4,3,5,9,10,17,16,31,54,112,213,368,712,916,1312,1399,1518,1583,1288,1288,0,0,0
